accountid,summonername,championsplayed,championpoollabel
_AHNkLP0MYhe-wHJHkGaFV2aucC0gmyTzAZ9KFvh439s,"눈 누",1,"champion spoon"
_aHvqlJFJh1tG5WrN_OVkXshLBmlFv47Vqc54exa0eOhQ4Y,진짬뽕한그릇뚝딱,1,"champion spoon"
_AIeEytu8k0A2WXa8lzyPTiGY3_vG17QomHC5DUemeIB,MoneyRain,1,"champion spoon"
_AiGbfmaPSfoOZpIfdGapTO47IkClP1pSxpNNUF9J_4dJ9s,"교동초 3짱",2,"champion spoon"
_aIgIQd-UtCIDRSFrj9Lxd8vKRw57biuKFIHS4LzLUUIUQY,Quintuple,1,"champion spoon"
_aIXG4NB2poHOt1oUgLH4oU3O6fqKlk77XE3uViXMeLF,하단동일진,1,"champion spoon"
_aJ5fwN-kq54u7XiSglqGplzq5eJzRGMjOll_froa2Qk,"dal zzang",2,"champion spoon"
_aJBSxWluLwUh-AzuIbUWk9-3aAbBRuYsKGbq1-dQZZ-mLo,"한 중",1,"champion spoon"
_aJKSh6BN3YmvnMMRAKUUuyEc_qfgAK9awY0fHNdO-pnUBY,연습하러왔어용,1,"champion spoon"
_aJq9yQR2qIr6nkimhJ4-jVZp6Vo0MOpiC8ya2z0OXyGfKU,"Luv U 4Ever",1,"champion spoon"
_AJQdoiHlHEmzXWqmz30Z_az_5orDWk45GsoA1SOToQOM-0,편도암걸린사람,12,"champion pool"
_ajrYBJsbKn9H8UZdWz7NbK81hoqFkphxlTJ6Agi9Lhk,"즉 처",1,"champion spoon"
_aJs3XpTVsXIOymUwKpsxK73mbdV67Gw_3pmJbqnu24,늠호히,1,"champion spoon"
_AKITmprsKdDuagUbHBNLFP2qytbFce5xBVQVG44BE-AA74,마아린,1,"champion spoon"
_AKLnADPP-70nRfEUwtJOQDoQA3bRUt0y3opLTvJQQex-7g,꿀벅지1515,1,"champion spoon"
_AlMlp3DuDlMJg1OQxf9TIZAULpzR882QU1-ET5bJzFaRliJveUpdZTi,"날 아껴 주세요",1,"champion spoon"
_ALmxsQ_ldnvWITtQ6R9WQOS2FezEhyAfNNUuBQWmxMJ,핑크와드안박아요,1,"champion spoon"
_am4CaYcLam7cceUmloeqpEjK4lr96BJFXsngCwQ1m23BPQ,킹s컹s,1,"champion spoon"
_AmCLR1jv3c4eYk5SzQPRJxA6S5vO_Hd5xsb2p_RlVaW,좀있다보세,1,"champion spoon"
_aMLdjYKv81aKaMYTnwmJdbBCYyVOlgx2qyC10aF1k5m,공속빠른게좋더라,1,"champion spoon"
_aMudx8KbCpMz9fcHgAg29UlJA_OSvCqy8AvSyVcCEq2,10돈,1,"champion spoon"
_ANtJogRORfyps3hQNITE6ljGcvzWL2XRXGSd03wEUbRieE,아지르2번째병사,1,"champion spoon"
_anVOpRlIqNHXi2qN8Pblx0nG4D6Vu_9w6GyQdW19gC2,담배한대푸자,2,"champion spoon"
_AnwJtS-u3KmbdUDyFsuFIBKVlQvyrEOofyfepTh3FvC8ww,"O LAST C",9,"champion pool"
_anxJq1ueya7WdVmeH4eXkuCXmTEGnmQ4Azgaz2b4m--6tgUmPb0BkTH,쿸쿠루뽕삥빵뽕,1,"champion spoon"
_AOBXn3_9BFJOQvRYuOrUpPpCKcOTpJDl2sWE_kyp23I,"주저말고 꽝",1,"champion spoon"
_aoTa7HWgJqFC01fWBPjmxtrKhpNTN74XlIqeq9QRCl8ZjymhVmRsrzp,전대철,1,"champion spoon"
_ApenzUAm3uMHQUjM3DwXOWXEL2-BULxHUvTaECRY8FD,건후킹,1,"champion spoon"
_aPxk-RMApKdFLR7wkwiFCP-TjQb1M79UMzDwJYPjL19,"액시스 마이콜",1,"champion spoon"
_AqL3E67g5ao4wCjlFudwP1kqEp0SdBqB_KvKoYA4Mpg,그러면다메요,1,"champion spoon"
_AQo-V1QaH9-FLzUNcXeHPHl86BXEjYETbpapywwKpJM,부정전도사양찬영,1,"champion spoon"
_aR_kcuF4LDhzFoqDjhJ4JuMuumwRg0Pz8B20M-QW3jaRx8,빛나는허리돌림,1,"champion spoon"
_Ar07ySUIwcyXkd1BZ7u1WmeiXidZcSMbXbmlYfRxU7T,"플라잉 더치걸",1,"champion spoon"
_ar6aP346b31WLuFSRmsM-KL6Bg7zZ27yM58kuumlFfK,"S4GAK KING",5,"champion spoon"
_arcN3Sy3Zm53o4m0m564CQwnhHBREsl2MsgpqG5VfVx5gI,레쿠즈,1,"champion spoon"
_aRgwFvv-SoqSvQcNSZAGAz0lsq1CblJqmdzZIklpcPs,갱시쿠,2,"champion spoon"
_arioV4738LLGb3rq3z0xc7Sm5boI5RwS94bgsb24aaUtgo,"LCK Progamer",18,"champion pool"
_ArIYHPxgtP9B-vQrrS_hnJDslTaoxBdAEcKYxJ_xp9xRgsDu3A3CZzZ,LESArao,1,"champion spoon"
_aRua0NUXCp-3YPlw37j55hTmFYZ4vGDZdoo_6Brj3M,M0SI,1,"champion spoon"
_asRjR3VVxL-vMQ9xSn2bs5A5cg_6UVhF9du1qxPBJIUktU,아직모른드아,1,"champion spoon"
_AStQly9IvAh4yjra5Vk6RuxqifJqK2Dzaw-6uEkbvEKTmw,아무쓸모없는사람,1,"champion spoon"
_AtBk60vAMazEOpDV_4oCCbiGB-gk3foqShVOpEK_lbzbWY,"Half Kaisa",1,"champion spoon"
_aTNqa6MMTpJHpSaLd30K2l62jtELezmI-2EpQnPcAh8pS0,"낼 럼",3,"champion spoon"
_ATq4KsAKALVD1nnCSYTSM9XsSgboX39sUymOLd1_u4x,"필 다",1,"champion spoon"
_atrPorbQKpiNc-enc1iSxnSO1wGOCGncDauwnpysDNv,김현웅,2,"champion spoon"
_AtSXj6sH1VBTKtPNPiii1Y0-wI_PRGk-8YXPVGrVezR,희진이보고시포,1,"champion spoon"
_au6IL4uQzIZXvUixdPY6y-dU2gxHWpIcRMymi9qjjPmovrzPaLUKh1b,뫼비우스LSS1mg,1,"champion spoon"
_audbLqSneOUu6buiu8tOWF83Nb07SREDzXNfnzZrccsEQU,"봄 조",1,"champion spoon"
_Auw2Pqg9mvtvB7wFwfYQFwvvgWctlY7Zd56r8I6aD81,마시따도라따미,1,"champion spoon"
_AVDeEaeCFVlzzmm2GtYX_p3fT8FkUeEHkQTwdOUakGu6TA,김또동,3,"champion spoon"
_AvdNa45sEKyy1Cc6wsXBGrGTDQY1wWTArBdsgfBqsUP_lmiXF6spbtk,퀸블리,2,"champion spoon"
_avJhfwcbIJuuk9LK9JWDqSaohnja_98hDRwt2OkYxxH,"똑바로 하자 홋치",1,"champion spoon"
_AvsvcZ_RtyWJjGbojPOvAY9hmpq7_h2EgZj73OXyYPQRa0,바밤바가좋아,2,"champion spoon"
_aVtVcm4zwGD4j9RHyg-9yk_RswFtsHGASN0nyZ99pp-,Aemulator,22,"champion sea"
_aWcTU2DA0-WSz3mcqflLzGRTnj1DqdHJWNvCCu2mF40,신드라남친짱,1,"champion spoon"
_aWHE7izqWjpo5BbmylPr42d4uBH4IFGr3AqQ3P4IbvhKOi0ncchrmid,쿠거왕,1,"champion spoon"
_aWw_zge4hdSYDy4VsM5WYADt1UT2PzAa_T_Z1c87ffM2vw,"   새     커   ",1,"champion spoon"
_AXeRtvKN8Qet4_VT5bCrTnLYJm1GKlH6wX1nKFdEU9TLxE,핑찍으면들어감,2,"champion spoon"
_axim-dAv1DIh1ZpVFVRLYNySh2iGiQqVwgJ_Np1AnWi,"Take Ones Time",1,"champion spoon"
_AXiozrKSrrVDL310EZpJ3Mg-UM1HAb_D447QsysOedZHXg,"별수호쟈 라칸",1,"champion spoon"
_aXMwPAO2MJDvgsZV_MxQVIiIeUvbotS055fIFdcf1sS2pQ,민트초코와솔의눈,1,"champion spoon"
_aXRrW-5I3N0hM3A3CV89EZOr0s2lI2RgWLOcyND_evx6GkM1UYyVwVw,KRABIS,2,"champion spoon"
_aXvdWoceuj-shH0y4Lig_DXEnj_j7ujVNoIrfS897NppE6tgFOhUfYY,minbum,1,"champion spoon"
_AxxRptEcRJyMO-UTFieTLY9YzcxIWwwahKAF1eu9ONg,"국가 인증 돼지",1,"champion spoon"
_aXxUQxaaT--c7YBZ7DD1Ib_EljXMAs-ID8BsLi0nkmm,"두 신",2,"champion spoon"
_AyjtMHcvX2ApuwoUunfpCbzMFMC3DbOGLlLFZgyD28kD74,마약배게,1,"champion spoon"
_aYrP9AaMU7K9DdWw3tBaIqsyaB77u5nbEVZeOA5cWij,채팅치면안합니다,3,"champion spoon"
_AYyzkq97hdFPw4lQsK553x7p3TmRO4npkx2JdpDkbjmu1A,아니잖아그거,1,"champion spoon"
_az-NQeMaRIY9e1u8l3eBMtgG9jCKBcv5EnL7erjUb_0,01047581944콜미,1,"champion spoon"
_AZXrmYzgmza1QoHmIGkVeQM7JD9U4_s9L_xK_e5Uib5ahg,30Secondstomars,1,"champion spoon"
_b__13m8iCVjwhah777OYfepKsyHm2wmEXUaGqIcJtBM,거름용사,1,"champion spoon"
_B_2_Jlh12ZSa45tj__sYtQsRKKQKmAS4vt4_zmy3r1gPgc,으디디,1,"champion spoon"
_b_cNu5XDhr0ZBMpHlKuqqzHXk8E4HpSq6f0KPpctPRbBVKvSnTMhvi8,"파주 회오리주먹",1,"champion spoon"
_B_iyl2zXT2HVosKrUdpL2dzpLR-4L0pE-D8WzpOnLJe8Wo,"SKT T1 Kimdon",2,"champion spoon"
_B-NYuYRgAzwYKREimvsup38Y-aPyuIxOvTvmJ1q1jY,"Damas Kim",1,"champion spoon"
_B21uw0gyx0LW8qkhSqeZXABUPQYlKCWL3jyuyRzprWo,"격 통",1,"champion spoon"
_B3EAsnMzalB_hKKDGRP1yiSEubJzzNEbFPXW2df_JSItTI,진티치,1,"champion spoon"
_b40yqgPF84rms_MNrWGfA1O8x72PJmI5aAXX3DL-BWGnCs,라0I엇운영족망겜,1,"champion spoon"
_B42UvROH4jlK7QNkYwgOHuMmDxQ-QryEVDCeQWA7uD_GYg,Nakgobsae,2,"champion spoon"
_B4W6P64xYt-_KUaUm3N0_clOR0m4g1Zkq8cp1rT1j06ubQ,욕먹으면던지는애,1,"champion spoon"
_b4ZMr8I-mcXpydvKlzHmkr6zCw-bnZMwvJn-0NaVw-BmQc,푸른화련,1,"champion spoon"
_B53IgyE4nlHfA3U-4kLGb_OdO8yde3m0JhLIkUjxyRFE-Q,"DRX SEX",1,"champion spoon"
_B6JS_UySq_cjXEBYhH5FLhmwfpJVR0gvsAqWrKHKe-DQ1_6fXf6LAt4,박어계속,3,"champion spoon"
_B7B77mtD9ooEGUeFnQ9ShH46clE1Aje38eE93XH8xDb,GGGod,1,"champion spoon"
_b8AfbzQbvBlmldhOUW1dtfTN3x-VYFDpNZa8Orrw16lh8Q,레넥톤의분노,1,"champion spoon"
_b8Cd6rI5xuX6cph__WHcEpkGhgpde1X61sGZdzVrNA,"데 포",1,"champion spoon"
_B8GSJ5IVQRCcnq5v0a7qufp1YEzJiLhEDvzx0z1RFJr_7M,"별 수호자 호두",1,"champion spoon"
_b8hcuFiMSC_SfjC2ff86_dB1RgdydgAaJxZkDgTWZdcPg0,그라쩨,1,"champion spoon"
_b8tOyD9QjEQvz4xZIBz1oHtzQHq0-yOYxPV9SbS0Mos,20060916,2,"champion spoon"
_BafVLybdryDizeG2wf-harkeSi3P4GulQ8Zv9dSVrfmkfg,미소봄,1,"champion spoon"
_bah_s7R2PwkVL0bOiwgx3waq0E6HGRSjBvHgH8VgpEPOks,뗑뗑뗑뗑뗑뗑뗑뗑,1,"champion spoon"
_bAMMnJAjdOW5Kj3pPrcX04nkODGUpOnpuG24R9EiTQr,부르는순간차단,1,"champion spoon"
_BaUaWqZu9P2AGB9jGr3imkbq7N_oT4PHsiWq77RJWmsXF8,wlals423,1,"champion spoon"
_bbm86iprDRLdV5DQT8Tgb1RTb_dZ9fIOxv0KOyqBpY4N6s,"덕원 행동대장",1,"champion spoon"
_BBMpsx9Prh2L7F4FUR5vXTnbfAvWiYQ1H9wyKlBcoeA7lE,하얀월아청춘,1,"champion spoon"
_bbn3Y3IPSWeaQJLqls-plYhkuOX5HEKKkye29bIYME-a6IVH-EfjpsU,"Tempest Akali",5,"champion spoon"
_bBo0BkCIUWcsA-XR9Hp_q63j6iurUczcfp6YNg8Lw-B,라코일하면108배,3,"champion spoon"
_BBTqvVJiugrCyGAh5psHm9PYdBHpgcsSMWNN9NQcATK,"뱁새 너무 귀엽다",1,"champion spoon"
_bCAodVn347LzM5bQiZBEh87_gthZsJcVA1Xy0g5ENFh,"칼바람 조이병",2,"champion spoon"
_bCdxG2bfxlGg9WUKX3AirrbWUYQsEHx0zLs51JTceTzRn0,카르바라무나라크,1,"champion spoon"
_BcFo1Lp_q7EIMmikwaWdtdWDpXY5c8vwnYMwMHnLJIe-IXNWsbfY5k_,Haribboo,5,"champion spoon"
_BCjS8iTlRxuqDb7MUmqusIw7jKSDSeErFQKXvpMrLed5P4,"6  O w O 9",1,"champion spoon"
_BctPKtBoasNB_WTKUvjepe3aKcHUUN4U1YHU44h1Bri,원빈맛TOP,1,"champion spoon"
_BCZjF439SQvty7DcRo4KDeUMabl1XLlcvHmRa1vNvs-sZoI4Fy9uNvH,IlIlIllIIllIIII,1,"champion spoon"
_BdczuWd6GXtqBhbb1WX_C15p6YujSTrlcfsKH9l3nzIj6k,마루비,2,"champion spoon"
_BdKu6skAoKH9zvWdjfnZHrBFODpd2yp7yD8TGjiXdPE,파다레즈서주,1,"champion spoon"
_bdq4FYyAjR_bn8El8ul6apRHl5yY-FlT9VrfOy0G726,남자다워요,1,"champion spoon"
_bDU_PVPQJoWdXgIHyi5BJc9oSK1Jk2jnWsUTbAzV-gjHIg,겨울닭한마리,1,"champion spoon"
_BeB3BLwT6Kfst1LfXdGLri8sYp_3bcbFUKbsTDO9_2EWWKG3v__xV5Y,"신세휘 이뻐요 ",15,"champion pool"
_BeiLazH8lHERAmm1OgOpW_F6zxCve36K_wLl18LhcIL,이승틱,2,"champion spoon"
_beKbFk88VxKwlF8fxlTOLz9YHFLYOOQr-CQsmFE0lLG,khalo,1,"champion spoon"
_bEUyE5_Pon-pOJjR6Ql7lirIc-K5H7RJVK6kJzKXPeC8k0,2011년생,3,"champion spoon"
_bf-IoXwQljCdpG7A8r6LpGzpFe6H6aENf6mog37Jxoq,"용민시티 촌장",1,"champion spoon"
_bf8RNS5xoCQ00QgaBr-JmAqO8fSwzbqEl-fWTQaaqVo,"팀운 매우 좋음",1,"champion spoon"
_BfHigxEyrhRgeB7ys9y0JXBJUwvlQ1bgsXMvMsAv0B08ms,"오빠 좀 더 깊게",1,"champion spoon"
_BFu2LSIxY7mOBfNahPderdAL9lm1tBA17jB9likGr_ADw4,"떡잎 대장 맹구",1,"champion spoon"
_BFxjIyserBHFVTmrspacEGn2s43OitFPAUvkKgrs43a9Ys,메로나에순하리,1,"champion spoon"
_bgD7j-MQ0ArHAsleDcvl5Y-v7qIsYov89dRkYgkMG-C8yg,"수학과 매콤주먹",1,"champion spoon"
_BgvCexONVwdEzAJW6RCHERPvGuj9af1ijeyKPcLCdkMACs,잼물쥐,8,"champion pool"
_bh0BKqmG4KW6b50yaCK34mZUrHtQXI5mrmNMB2yBRjgoF0,xo1ox,3,"champion spoon"
_bhe0imRxUYQv14oPGmTGOVINH9B8yVZjRL0K83viK_C,"Mevius LSS 3mg",1,"champion spoon"
_bHg4OQznQCGsRIFMiiVHwWMo2PhXnOoxUr18TYSswQa,RiKe,2,"champion spoon"
_bhRWAggjajXv2MF_7cFzBqLvNuMlDZl3Fr9t4C7nPYl,"Aze 후운",1,"champion spoon"
_BIDqUGKc10Bnv7AnBcTCFeRXK93QJsOeEqT_6CF05hI0wo,디자인선생,1,"champion spoon"
_BirYjXDUCphIpVrqws-dUeOQiiu-35dtqyHLpCOolDu4W0,아무거나함정호띠,1,"champion spoon"
_biVJkigHhCdeiQ--c0ZjBgBqCpgyU3Z7OV40J7C50gvuDM,야옹이는아옹다옹,1,"champion spoon"
_BjT8eT0bZytg3pLPamn8Mg13p9Kpgpm-vQ6-rLy_0M7tvw,백곰디스코,2,"champion spoon"
_bJteGN5fawfZuJ5Vz4pSE8qS46_A4PV4BU_nWhNFAX4,ID20000727,1,"champion spoon"
_bLpv9VBBEzcfJCsbID0WTatrUORjdNvBlIbPsf_O890,"하이드 온 체스",5,"champion spoon"
_blqCH0kIiCq-MaO_rngKPU1v7i-3PnsqeB6nCaB9Suw,"What You See",1,"champion spoon"
_Bn-B9JxPpyYMl8vo6Qe4YiR1UWB7qZvl8jeebw0q_I,4픽개노답못함,1,"champion spoon"
_bnq3KoIWsGoNOTGjgAim43pPMUvJxDdqziV93x1SWhQ837eyOLLkqQI,지웠다만들기23번,1,"champion spoon"
_bNROfXTbHrtJEdZMcRROx2SDkshSGVNlfndazL_n3ij,낙타토컨,1,"champion spoon"
_BnYr_VRxa6mnB5qNXRd3bYCXYLwr-pfxEE18HSU_1aGj0Y,"녹차 쿠앤크",1,"champion spoon"
_bOnkDDY5-RYvHMUAHxLSggZLEWy3TOk2fVIQVFQ5bpGEXY,칭찬은고래도댄스,1,"champion spoon"
_BOsuRDSfXmV2yNdc90Wb7E8WIF8kblO52_Ca09W4S9lWBc,쓰컹크,1,"champion spoon"
_BPmblDWrfoBUxhU6jgDPVCxZ_kiqgTPCE7IWnNt-abk,maIIet,1,"champion spoon"
_bPP8FZchr3FgleeFZDy3kzMRBeucv72eWdYxsGWft-T_9TeJKIGYNR9,수박이랑께,1,"champion spoon"
_Br9K7fD1Bk1eZQOGOHSwjSyQW6Gum17ZbTVQJlC38c,자급자족,1,"champion spoon"
_BrldYz0Rvmz9FGkoOkM2Q4tc-shWReCaMjlMQvZFKNxztZSi69VG6GU,"룰루 오브 레전드",1,"champion spoon"
_brle5Pr_PlkCuPwnET1sU0YkagxZ24WszT4_7mnivY9y9U,HS150927,1,"champion spoon"
_BrRSl85GxZf99qPxUPjIyH07Lzy8lWvd8IsNVQrVLDdruw,"멍 끼",1,"champion spoon"
_BRZlo3_zw3yUMf5MKRiZueOlSwFmMHWJ2mR1aQO9SjT_B8,솔킬따이면차단0,1,"champion spoon"
_BTdUOKMqYZPasm9I1f2gBY8Z88EY9k8hDLJeRo_5wG9oqKkW7aje1fA,"젱 이",6,"champion pool"
_BTqH7DvGLTHXN-QJYL6dBYFHaxdKKJQkUm5lmsSuXrT,건들면채팅차단,1,"champion spoon"
_btuALHuQRHkvgcW7USdl7psIWRR1dEzPkln0A22ClZTBIA,"AFs Zed",2,"champion spoon"
_btx7EOL2fh3aYVJpJd4Dyu-tzT5OXnjfRrwVEtblgOxmYwcNnGzW7uL,chenxuxu,1,"champion spoon"
_btZTf7tCpQl4ni0oaBHnGPTxQJB8P2yXiAbnp7hwONO,"여 양",1,"champion spoon"
_buCY5PoeuJYZRyUZS_gsAODHs2bG50iRHNbp3bFgcE3,와인코르키,1,"champion spoon"
_bUJoTvoKZgyf_-C601-A9v4q10esvTeH4dtBY68lXSos_Y,"쓰읍 치이익",2,"champion spoon"
_BV5ux-s6J5BYlgHMwsT8pF3Tb3MFe6TcNdIQ5mspN_ft4YOndfkdHXN,"죽으면 깜짝놀람",2,"champion spoon"
_Bvpd6XtRPz8NtVH8R_aLA6O7uO9sMRx29ahAVwIdQM7bMI,"B boy King 2",1,"champion spoon"
_BvqLW3jtpwq8rBB74qrWpk0uJUWbJy251cn3-G6JyPF,기브미캔티,1,"champion spoon"
_Bw28JTYUnC8hB-o2ylMPDwPS1n-sgezrPm70Bu8jPzmg50,"아삭아삭 선지",1,"champion spoon"
_BW3dcJGuyl8zCCRbC_HfpthqKVrKqQ1C3PCGEIXR5fskNOmyRIpcLtP,대구공일여자,1,"champion spoon"
_bwjJqT-ZiLBP7wJXrR9YNn95xG6b32ukpY_5OZBBUWv,Nyctilolz,3,"champion spoon"
_bwLsztlOCwobcBqqzphsjBy-fB7_vaUeg6H1QmBYwwH,"Can Carry 부케",1,"champion spoon"
_bwrY4esrcOuE6FjwfPpQw2DXri9QM0hvQDV71imbWw,"탈 옥 수 그 브",2,"champion spoon"
_bwrYCIoYMRrBtCNaKhARkSG-BkawTtU7dwsJpBNJNVznUI,제발무빙좀여,1,"champion spoon"
_bWueLKe0vDBxeHIccD8cNGTWkgxUrFl38ByKWHcXjJEitVVlbH5B9m2,KIBOO,1,"champion spoon"
_BxpR2WD_Iey52fBvA9mIIXsrhzWM2p2eIokD4o-MVcR,"나는 예술가다",1,"champion spoon"
_bzAjgvoHywt0TmPDvmkK1GxQbCwVfhLwjc5ma8EVwGC,너무역겹다,1,"champion spoon"
_c_FTmHDJK-AX3Erjk8BOOk_wrMz97YALNvUYINiy2zL,"ad mortar",1,"champion spoon"
_c_kXr2T80e9XnJ_j72Dd3CA5gZxpu643gKvTzdnmIKI4AA,바람이부는창,1,"champion spoon"
_C_LSRlrgH0Ls5yOZfh2_-tmtsQToPt-nWByB5v47Kyp,정됴현,1,"champion spoon"
_c_SgjeGg7qHTJQ-mtp6KryJYrzNAtv2jAH70qYDAHkbHRM,리얼성인극화대털,1,"champion spoon"
_C_V9A94qwhSF8gcOCalsz_eh11Vi9ZQEjDvMyMAZPiM,맛탱이감,1,"champion spoon"
_C08YAQ4P4utUuBI6you7nA4CgB5ZCf9opafz7lZVCepnbENxq7TD6Fv,언랭이다말로하자,1,"champion spoon"
_C0snf6Hdtk5BGWOdMh1WJpoG_qKInFBwjMdr9d6rm4t,부질없으,5,"champion spoon"
_C13x9u7NB46C-rfnu7KalfDWJyBpIznsCDfk4UlQ_lZ,KDH,1,"champion spoon"
_c1ZTMb6iKiyOKHZUV_8tyb8adYZjX5lnRU-sqpBBj5PD9nUpMfo9Lp2,다크소울환불충,1,"champion spoon"
_c2Q5bgXEYnKuVJuRdJ86ZwVzf2OQxmXmsJTc40sZxGhMwE,보리건빵빠레,1,"champion spoon"
_C4Rvgq55WvDmpAbRj7jaTRH_BDNun5ye4TuZP4-fJeBYvcnr_K2jEZh,"doushi yinwei ni",1,"champion spoon"
_C5Vwk4dwhKWfKiR6Jc-aMqEbiJmUm9Ai3TMWyhBSF-rvpQ,김꺄륵,1,"champion spoon"
_c7mSr8CCrRna4rXsD5SAp1lGQwc1GXNpZUHKlM6oSf9,183cm,1,"champion spoon"
_C7nXdrPO9DAHYMEZz_rPIQ6g8ynPE0a5yA3SwcHBCcvptY,"성 판 계 ",2,"champion spoon"
_c7Qme5Ph2igQqmoNhXlgRZqlxyumc7t1TTBdeNDncKv,Trigger,1,"champion spoon"
_C8CcLTw-xwkEZb5oNrqIZeOaU3d-qod5aj3T2JivAMd,금오사,1,"champion spoon"
_c8o5uyqAtrjonFBQ5Ic8gQwwhGqAO6o9W13QFwfbG57,개꼴라,4,"champion spoon"
_c9Hbr8z7HZ-SYdyJ4LseHGoBjpZi5EOdeh9x6M9PpvX,Jad,1,"champion spoon"
_cAaCZ8IgEtXVJV8hit1Z4peaJnhaLTI5UTA55X51FFrm9kRC-ZNSgVp,"노력파 재서",2,"champion spoon"
_CAHT3BCgLPW9kldliZFU61DCZ_z8lX9BU0NIVkgMUaG,길동군,1,"champion spoon"
_cAhWnUz1Xhki1R9sXEkbUcq8RRWUh2vIJqoqsB-jPWm,현듕몬,2,"champion spoon"
_CAW5yFjL5pDYljr8W8XtBbEH1qUH7l0CPPAe-UcFBCQJew,MoooooooooM,1,"champion spoon"
_CbEjbhujUoePcL4f9twkelACY6Vb8xngD1kiC8ZACCG,착한젤리,3,"champion spoon"
_CcgDKhOvfax6YN-58NOFwzv9DUvRJJWr2diDGSqFBRufoVoZ38T02Fm,"치즈 어묵바",1,"champion spoon"
_CCUttqLJ-cpBC5MNLlEBG24b41CxdWAz76MJlDkX_TDcaU,솔다방미쓰황,1,"champion spoon"
_cdbp_hqw5iXKlD9_Iif7xCRx5-sqlyhBWimT1MzKz1kszO59tkE8qL_,"반박시 일베충",1,"champion spoon"
_cE00-V83UDLP4M6oZfgxKIwDlbyc2ayQTSjRKkdtKof,파주김머훈,1,"champion spoon"
_Ce15Tjis8xgguTGtAjyL1MtkRpqAlFy_anID4FTjVjty-W5hk3ljNaj,Karakoram,2,"champion spoon"
_ce3MfzZQE3dbuN009JTJuhfECp8tW3uoC2W9YSgizw3J43K9a35AJW4,"괜찮아요 서폿님",5,"champion spoon"
_cEkxsAL__3K3lmXlDoERPxw5T0Lu5cLSIdgHH0K0KGTdV8,"스 휘",1,"champion spoon"
_Cert0fKc4cj_sx2OaG8oXqA_lkr-U_3Rm1Koq-KmKBi,타락파워도진,2,"champion spoon"
_CF7dEd1BKSjBKVf2bE17aMtpGgXwwJSZ_bjdadhNPtB,일단딜하는중,2,"champion spoon"
_CfcER87S5TVBI3Ck7b11WdEN1-6XdtD7OvxXLTR1TPz,정말십이득이야,1,"champion spoon"
_CFkHWptXZI7JnyYNcshISFC82Orx5GLOAnxiQVMtua8,김춘배임니다,2,"champion spoon"
_Cfko-KHaFZLoBS5J2yxNj71oZ9WFm87rd39ZXithr6d,Tadera,1,"champion spoon"
_CfONGR9a97fln9ArfAlWJIylOOG_GXOR8TDAk9UKNVgGrg,왕마천,1,"champion spoon"
_CfoRpdOXwdluVWFidYF8gnC2MJlanxdd35LMxE_js3HTL4,눈아야,1,"champion spoon"
_cg83lh0ncPMb6HjcR-Thzh6TAu4eyLUaxpGIkISF05iPeSoOnTczzdV,"Alexis K",1,"champion spoon"
_cgNL_1_2oOOvYBB686ocYp3lmpwotuSb8ODCHMLnFq_,HMPark,2,"champion spoon"
_cgOX3Pas55UVhmiObBh2VeEVpjelWHT8SB5NlerIHAtjLk,아기만숙,1,"champion spoon"
_CGWzOcSFXZ2mc359-5NmkvAcP3iXAgjVwOE0f6Q7d07,"은강아 뽀뽀",1,"champion spoon"
_chCpZa-pGV-KtfxP4RZhlfL5knrXJEZospQfoRqu9bc7vc,디스피,1,"champion spoon"
_ChiJ-ZTp9Nmy63C4VAXEDX5EgP02g1pzdppU1J3UryXRmaJSz5Zb3cG,"됴 퍄",1,"champion spoon"
_CHlnropXs_1565mp_vNDaBzhN4li2YFADVY7HZ4eRGJ,hangover,2,"champion spoon"
_chn0pMQ1hw00TB8pUFtGE7n84vn4LlVafVYH5Xszvid,핫타임받자,1,"champion spoon"
_CHYZMtdfh8Y7F2wHWcz0N50mdjqqtwRHaM6ebnPBZ4,스마일팩토리,1,"champion spoon"
_CI5glTkkLwuBWT166srp-Iqe7baD1ljcF0Pqr7zYvBsD3A,"쥬씨 바나나",1,"champion spoon"
_ciBEjEBMMtH68yBZXrDbn7_0ePAiB0nS3CnY7aPCUiJZH4gPfDgReZ2,거니거늬거니,1,"champion spoon"
_cIbnrditC-XLbpze1-Og6CDPcTE0lOm62_qni7vmGS6apur3pIcXOSp,꼴통집,1,"champion spoon"
_CICp8qvhHrplRJCarqNglpxopqNgCB6zd4RFysZaK8,"Aristo Roach",1,"champion spoon"
_cILkejCT5J5c21bFT_edz09l3ALU3BhcshSN_RP5MF6,"채팅금지all mute",1,"champion spoon"
_CjiNzC7-pB1VETMGTcMs05Di4iKooWCscCr_CvQQhKLJE8,에줘뤼얼,1,"champion spoon"
_cJOPpWbHAzFjFGoP6FXhIPS7DBI0ufmKIKkaiffytmGm4s,다리서폿,1,"champion spoon"
_Cjtk5k8i5JDIqQvfCx5sxyD7jqUK_-ovDhVNfDEU38G,R00KIE,2,"champion spoon"
_CkioarMYiSAxIB6xla_GlbdhONF6HL29mGh_OJZX8Citdkzq0ml__Q1,"미 카",4,"champion spoon"
_Cl7vB7hvFw2GUMVH8EOLDMJSbHnAFFnCmOjEEy1Q_JM,"그래 계속 지껄여",1,"champion spoon"
_cLCuyuWaZ9m7-44RCok6jgVlleJc1J5w7VvjNUro-9KrHk,PartyJiny,1,"champion spoon"
